qal_id,is_success,target_label,product_segment,title_tier,acct_primary_site_function,acct_manufacturing_model,acct_target_industry,contact_lead_title,contact_lead_id,next_stage__c,priority,acct_territory_rollup,acct_tier_rollup,solution,solution_rollup,last_tactic_campaign_channel,qal_cohort_date,cohort_date,cohort_month
a0dPQ000000AOInYAO,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,0033t00004OrZTtAAN,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Online Ads,2024-01-22,2024-01-22,2024-01
a0dPQ000000APA1YAO,0,Failure,Qx,Executive/VP,Unknown,Unknown,Non-Life Science,President,0033t00004Orbp3AAB,Recycled,Priority 1,Americas,Small,MISSING/BLANK,Qx,SEO,2024-01-22,2024-01-22,2024-01
a0dPQ000007mffxYAA,0,Failure,Qx,Manager,"Cell therapies (CAR-T, NK)",CDMO,Pharma & BioTech,"Manager, Component Production Laboratory",0033x00002yGgchAAC,Recycled,No Priority,Americas,Medium,MISSING/BLANK,Qx,MISSING/BLANK,2025-08-16,2025-08-16,2025-08
a0d3t00000knYO3AAM,0,Failure,Qx,Individual Contributor,Biologic API,CDMO,Pharma & BioTech,Consultant,0033x00002yHNO6AAO,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-01-04,2024-01-04,2024-01
a0dPQ000000KWtNYAW,0,Failure,Qx,Individual Contributor,Biologic API,CDMO,Pharma & BioTech,Consultant,0033x00002yHNO6AAO,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-02-15,2024-02-15,2024-02
a0dPQ000001NIdBYAW,0,Failure,Qx,Director,Nutraceutical manufacturing,CMO,Pharma & BioTech,"Director, Quality Systems",0033x00002yHOBrAAO,Recycled,Priority 1,Americas,Medium,Qx,Qx,Direct/Inbound,2024-08-05,2024-08-05,2024-08
a0dPQ000001GEw5YAG,0,Failure,Qx,Other,Sterile injectables,503A,Pharma & BioTech,CTO,0033x00002yHOUeAAO,Recycled,Priority 2,Americas,Medium,Qx,Qx,Outbound Prospecting,2024-07-18,2024-07-18,2024-07
a0dPQ000000ZveXYAS,0,Failure,Qx,Other,Non-manufacturing organization,Services / Consulting,Non-Life Science,CTO,0033x00002yH9LbAAK,Recycled,Priority 2,Americas,Small,Qx,Qx,Online Ads,2024-03-25,2024-03-25,2024-03
a0dPQ000004TiD3YAK,0,Failure,Qx,Executive/VP,Implantable devices,Outsources Manufacturing,Medical Device,Vice President Operations,0033x00002yHh1nAAC,Recycled,Priority 2,Americas,Medium,Qx,Qx,External Demand Gen,2025-05-13,2025-05-13,2025-05
a0dPQ000002a4jtYAA,0,Failure,Mx,Director,"Viral vector manufacturing (AAV, LV)",In-House,Blood & Biologics,Director  Of Manufacturing,0033x00002yHKAMAA4,Exclude,P1 - Webinar Demo,Americas,Large,Mx,Mx,Direct/Inbound,2024-12-20,2024-12-20,2024-12
a0dPQ000000EbkTYAS,0,Failure,Qx,Other,Oral solid dosage (OSD),CDMO,Pharma & BioTech,Dr,0033x00002yHKehAAG,Recycled,Priority 2,EMEA,Large,Quality,Qx,Email,2024-02-01,2024-02-01,2024-02
a0dPQ000003gDS9YAM,0,Failure,Qx,Other,Oral solid dosage (OSD),CDMO,Pharma & BioTech,Dr,0033x00002yHKehAAG,Recycled,Priority 2,EMEA,Large,Qx,Qx,Email,2025-02-25,2025-02-25,2025-02
a0dPQ000001XZPqYAO,0,Failure,Qx,Other,Unknown,Unknown,Pharma & BioTech,Perf Impvmnt Abstractor,0033x00002yHqfmAAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2024-08-26,2024-08-26,2024-08
a0dPQ000003o3PBYAY,0,Failure,Qx,Other,Unknown,Unknown,Pharma & BioTech,Perf Impvmnt Abstractor,0033x00002yHqfmAAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2025-03-05,2025-03-05,2025-03
a0dPQ0000022q9RYAQ,0,Failure,Qx,Director,Diagnostic Equipment,In-House,Medical Device,"Sr. Director, Quality Affairs",0033x00002yHRVZAA4,Recycled,Priority 1,Americas,Medium,Qx,Qx,Online Ads,2024-10-22,2024-10-22,2024-10
a0dPQ000000YlpJYAS,0,Failure,Mx,Individual Contributor,"Cell therapies (CAR-T, NK)",In-House,Pharma & BioTech,Plant Engineer,0033x00002yI5gcAAC,Recycled,Priority 2,Americas,Large,Mx,Mx,Email,2024-03-21,2024-03-21,2024-03
a0dPQ000001jY8DYAU,0,Failure,Mx,Executive/VP,Implantable devices,In-House,Medical Device,"Vice President, Regulatory Affairs and QA",0033x00002yI7LjAAK,,Priority 2,Americas,Medium,Mx,Mx,Email,2024-09-19,2024-09-19,2024-09
a0dPQ000001qvRRYAY,0,Failure,Mx,Director,Radiopharmaceuticals,In-House,Pharma & BioTech,Senior Director Quality Assurance,0033x00002yHrXWAA0,Recycled,Priority 1,Americas,Medium,Mx,Mx,SEO,2024-10-04,2024-10-04,2024-10
a0dPQ000004KVgTYAW,0,Failure,Mx,Manager,Non-manufacturing organization,Distribution / Wholesale,Pharma & BioTech,"Quality Engineer, Team Lead",0033x00002yIICfAAO,Recycled,P1 - Webinar Demo,Americas,Medium,Logbooks,Mx,External Demand Gen,2025-04-28,2025-04-28,2025-04
a0d3t00000knTf0AAE,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,0033x00002yIIlJAAW,Recycled,Priority 2,Americas,Small,Qx,Qx,Online Ads,2024-01-03,2024-01-03,2024-01
a0dPQ000003lCaHYAU,0,Failure,Mx,Other,Oral solid dosage (OSD),Not Enough Info Found,Pharma & BioTech,Quality,0033x00002yHuIzAAK,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-02-28,2025-02-28,2025-02
a0dPQ000004pXpFYAU,0,Failure,Mx,Executive/VP,Non-manufacturing organization,Distribution / Wholesale,Medical Device,Vice President - National Telesales Operations,0033x00002yHwQXAA0,Recycled,Priority 2,Americas,Large,Mx,Mx,External Demand Gen,2025-05-28,2025-05-28,2025-05
a0dPQ000004pSsoYAE,0,Failure,Mx,Manager,Gene therapies,In-House,Pharma & BioTech,Production Manager,0033x00002yIM4lAAG,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-05-28,2025-05-28,2025-05
a0dPQ000004pCb8YAE,0,Failure,Qx,Executive/VP,"Viral vector manufacturing (AAV, LV)",In-House,Medical Device,Executive Director Head of Regulatory Affairs Digital Info and Ops,0033x00002yI3EcAAK,Recycled,Priority 2,Americas,Medium,Qx,Qx,External Demand Gen,2025-05-28,2025-05-28,2025-05
a0dPQ000000KWq9YAG,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,Quality Manager,0033x00002yI5k5AAC,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-02-15,2024-02-15,2024-02
a0dPQ000000bBHRYA2,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,Quality Manager,0033x00002yI5k5AAC,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-03-28,2024-03-28,2024-03
a0dPQ000005Ke02YAC,0,Failure,Mx,Director,Nutraceutical manufacturing,CMO,Pharma & BioTech,Director of Operations,0033x00002yI8xgAAC,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-06-11,2025-06-11,2025-06
a0dPQ000004qbFhYAI,0,Failure,Mx,Director,Sterile injectables,In-House,Medical Device,Associate Director - Manufacturing Sciences and Technology,0033x00002yI9YiAAK,Recycled,Priority 2,Americas,Large,Mx,Mx,External Demand Gen,2025-05-28,2025-05-28,2025-05
a0dPQ000000KWrlYAG,0,Failure,Qx,Executive/VP,Unknown,Unknown,Blood & Biologics,Vice President Qualitymanagement and Technical Service,0033x00002yIIPJAA4,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-02-15,2024-02-15,2024-02
a0dPQ000002RnBpYAK,0,Failure,Mx,Director,Generics manufacturing,CMO,Pharma & BioTech,"Director, Solids Manufacturing and MES",0033x00002yIKhXAAW,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2024-12-04,2024-12-04,2024-12
a0dPQ0000023vi9YAA,0,Failure,Qx,Manager,Generics manufacturing,503B,Pharma & BioTech,Manager of Quality Assurance Documentation,0033x00002yILWuAAO,Recycled,Priority 1,Americas,Medium,MISSING/BLANK,Qx,Referrals,2024-10-23,2024-10-23,2024-10
a0dPQ000003z32TYAQ,0,Failure,Mx,Director,Radiopharmaceuticals,In-House,Pharma & BioTech,Manufacturing and Quality Systems Director,0033x00002yILbHAAW,Recycled,Priority 2,Americas,Medium,Logbooks,Mx,External Demand Gen,2025-03-24,2025-03-24,2025-03
a0dPQ000000Jvx3YAC,0,Failure,Qx,Executive/VP,Non-manufacturing organization,Not Enough Info Found,Medical Device,Vice President/Executive Director,0033x00002yJW3oAAG,Lost,No Priority,Americas,Medium,Qx,Qx,Outbound Prospecting,2024-02-14,2024-02-14,2024-02
a0dPQ000000BuAGYA0,0,Failure,Qx,Individual Contributor,Unknown,Unknown,Pharma & BioTech,Training Consultant,0033x00002yIR1OAAW,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2024-01-25,2024-01-25,2024-01
a0dPQ000000mb8XYAQ,0,Failure,Qx,Individual Contributor,Unknown,Unknown,Pharma & BioTech,Training Consultant,0033x00002yIR1OAAW,Recycled,Priority 2,Americas,Medium,Quality,Qx,Email,2024-04-30,2024-04-30,2024-04
a0dPQ000002CpiLYAS,0,Failure,Qx,Executive/VP,Oral solid dosage (OSD),CDMO,Pharma & BioTech,VP,0033x00002yJXJqAAO,Recycled,No Priority,Americas,Medium,Platform,Qx,Email,2024-11-08,2024-11-08,2024-11
a0dPQ0000046jzRYAQ,0,Failure,Mx,Executive/VP,Oral solid dosage (OSD),CDMO,Pharma & BioTech,VP,0033x00002yJXJqAAO,Recycled,Priority 2,Americas,Medium,Logbooks,Mx,Email,2025-04-05,2025-04-05,2025-04
a0dPQ000000DyMXYA0,0,Failure,Qx,Other,Generics manufacturing,In-House,Pharma & BioTech,"Head Regulatory, UK",0033x00002yIcm0AAC,Recycled,No Priority,Americas,Large,Qx,Qx,Online Ads,2024-01-31,2024-01-31,2024-01
a0dPQ000003kmpVYAQ,0,Failure,Qx,Missing,Unknown,Unknown,Medical Device,Unknown Title,0033x00002yIcn8AAC,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-02-28,2025-02-28,2025-02
a0dPQ000004dbBtYAI,0,Failure,Mx,Other,Diagnostic Equipment,In-House,Medical Device,IT QMS Software Administrator,0033x00002yId6xAAC,Recycled,P1 - Live Demo,EMEA,Medium,Mx,Mx,Email,2025-05-22,2025-05-22,2025-05
a0dPQ000000NacHYAS,0,Failure,Qx,Individual Contributor,Unknown,Unknown,Medical Device,Sr. Regulatory Affairs Engineering Consultant,0033x00002yIgA7AAK,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2024-02-22,2024-02-22,2024-02
a0dPQ000000u0q9YAA,0,Failure,Mx,Other,Surgical instruments,In-House,Medical Device,Global Product Information Security Officer,0033x00002yJxdBAAS,Recycled,Priority 2,Americas,Small,Mx,Mx,External Demand Gen,2024-05-21,2024-05-21,2024-05
a0dPQ000000NgwDYAS,0,Failure,Mx,Other,Unknown,Unknown,Medical Device,Chair of Advisory Panel,0033x00002yK0dMAAS,Recycled,Priority 2,EMEA,Small,Mx,Mx,Online Ads,2024-02-22,2024-02-22,2024-02
a0dPQ000002Smi5YAC,0,Failure,Qx,Executive/VP,Blood and Plasma-related products,In-House,Pharma & BioTech,Head of Quality Control,0033x00002yK34BAAS,Recycled,P1 - Webinar Demo,EMEA,Medium,Qx,Qx,External Demand Gen,2024-12-06,2024-12-06,2024-12
a0dPQ000005ZHmKYAW,0,Failure,Mx,Manager,Cell banking,In-House,Pharma & BioTech,Production/Operations Manager,0033x00002yK5l0AAC,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-06-17,2025-06-17,2025-06
a0dPQ000000Eb6AYAS,0,Failure,Qx,Other,Biologic API,CDMO,Pharma & BioTech,ctc,0033x00002yK9EzAAK,Recycled,Priority 2,EMEA,Small,Quality,Qx,Email,2024-02-01,2024-02-01,2024-02
a0dPQ000007725tYAA,0,Failure,Mx,Executive/VP,Dental instruments,In-House,Medical Device,Senior Vice President Regulatory Affairs & Quality Assurance,0033x00002yKCCYAA4,Recycled,Priority 2,Americas,Large,Mx,Mx,SEO,2025-07-29,2025-07-29,2025-07
a0dPQ000005h6NYYAY,0,Failure,Qx,Director,Blood and Plasma-related products,In-House,Pharma & BioTech,Director of Manufacturing,0033x00002yJNREAA4,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Directory Listing,2025-06-20,2025-06-20,2025-06
a0dPQ000000eGR3YAM,0,Failure,Qx,Executive/VP,Unknown,Unknown,Medical Device,VP of Quality Initiatives,0033x00002yJNbiAAG,Recycled,No Priority,Americas,Medium,Qx,Qx,External Demand Gen,2024-04-05,2024-04-05,2024-04
a0dPQ000000S6dZYAS,0,Failure,Mx,Director,Biologic API,In-House,Medical Device,Associate Director Global Engineering Quality - Facilities Utilities and Equipment (FUE),0033x00002yKFDKAA4,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Online Ads,2024-03-04,2024-03-04,2024-03
a0dPQ000002N5c9YAC,0,Failure,Qx,Manager,Unknown,Unknown,Pharma & BioTech,Quality Assurance Manager,0033x00002yJWm3AAG,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-11-25,2024-11-25,2024-11
a0dPQ000004rCS9YAM,0,Failure,Qx,Manager,Radiopharmaceuticals,In-House,Pharma & BioTech,Quality Systems Manager,0033x00002yJenZAAS,Recycled,P1 - Live Demo,APAC & Oceania,Medium,Ax,Qx,Outbound Prospecting,2025-05-29,2025-05-29,2025-05
a0dPQ000000XlEfYAK,0,Failure,Qx,Individual Contributor,Diagnostic Equipment,In-House,Medical Device,Sr Principal Quality Manufacturing Engineer,0033x00002yJgHLAA0,Exclude,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2024-03-19,2024-03-19,2024-03
a0dPQ0000014uELYAY,0,Failure,Mx,Director,Oral solid dosage (OSD),CDMO,Pharma & BioTech,Director of Formulation and Manufacturing Development,0033x00002yKmZ4AAK,Recycled,Priority 1,Americas,Medium,Mx,Mx,Direct/Inbound,2024-06-20,2024-06-20,2024-06
a0dPQ0000057EwEYAU,0,Failure,Mx,Director,Oral solid dosage (OSD),CDMO,Pharma & BioTech,Director of Formulation and Manufacturing Development,0033x00002yKmZ4AAK,Recycled,P1 - Webinar Demo,Americas,Medium,Logbooks,Mx,External Demand Gen,2025-06-05,2025-06-05,2025-06
a0dPQ000003sbKDYAY,0,Failure,Qx,Manager,Not Enough Info Found,Consumer Packaged Goods,Non-Life Science,Operations Manager,0033x00002yKmtTAAS,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Direct/Inbound,2025-03-12,2025-03-12,2025-03
a0d3t00000koQSsAAM,0,Failure,Qx,Other,Unknown,Unknown,Pharma & BioTech,COO / CEO,0033x00002yJnlpAAC,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-01-15,2024-01-15,2024-01
a0dPQ000000LHkDYAW,0,Failure,Qx,Other,Unknown,Unknown,Pharma & BioTech,COO / CEO,0033x00002yJnlpAAC,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-02-16,2024-02-16,2024-02
a0dPQ000000NibRYAS,0,Failure,Qx,Director,Non-manufacturing organization,Not Enough Info Found,Pharma & BioTech,Director,0033x00002ymh5FAAQ,Recycled,Priority 2,Americas,Large,MISSING/BLANK,Qx,Email,2024-02-22,2024-02-22,2024-02
a0dPQ000000DzaLYAS,0,Failure,Qx,Director,Unknown,Unknown,Pharma & BioTech,Research Director,0033x00002yK5saAAC,Recycled,Priority 2,EMEA,Large,Quality,Qx,Email,2024-01-31,2024-01-31,2024-01
a0dPQ000000NekjYAC,0,Failure,Qx,Manager,Lab Instruments,In-House,Medical Device,"Principal Product Marketing Manager, Global Product Marketing",0033x00002yK9JlAAK,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2024-02-22,2024-02-22,2024-02
a0dPQ000001QRiLYAW,1,Success,Qx,Manager,Not Enough Info Found,CMO,Medical Device,"Manager, Quality Assurance",0033x00002yn6xCAAQ,SQL,Priority 1,APAC & Oceania,Medium,Quality,Qx,SEO,2024-08-12,2024-08-12,2024-08
a0dPQ0000026JgLYAU,1,Success,Mx,Manager,Animal Health,In-House,Pharma & BioTech,Quality Systems Supervisor,0033x00002ymb3SAAQ,SQL,Priority 1,Americas,Medium,Mx,Mx,Online Ads,2024-10-28,2024-10-28,2024-10
a0dPQ0000015XSbYAM,0,Failure,Qx,Other,Enzymes,In-House,Non-Life Science,Scientist,0033x00002ynRtwAAE,Recycled,Priority 1,Americas,Large,Qx,Qx,Email,2024-06-21,2024-06-21,2024-06
a0dPQ000000NhvVYAS,0,Failure,Mx,Manager,Dental instruments,In-House,Medical Device,QA Manager,0033x00002ynUM6AAM,Recycled,Priority 2,Americas,Medium,Manufacturing,Mx,Email,2024-02-22,2024-02-22,2024-02
a0dPQ000000dpdlYAA,0,Failure,Mx,Manager,Dental instruments,In-House,Medical Device,QA Manager,0033x00002ynUM6AAM,Recycled,Priority 2,Americas,Medium,Manufacturing,Mx,Email,2024-04-04,2024-04-04,2024-04
a0dPQ0000099ciPYAQ,0,Failure,Qx,Executive/VP,Sterile injectables,In-House,Medical Device,Head Of Quality Assurance LIFE Plant QP QP IMP,0033x00002ynWiHAAU,Recycled,Priority 2,EMEA,Medium,Qx,Qx,External Demand Gen,2025-09-24,2025-09-24,2025-09
a0dPQ000000KWwbYAG,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,0033x00002ymwqoAAA,Recycled,Priority 2,EMEA,Large,Qx,Qx,Email,2024-02-15,2024-02-15,2024-02
a0dPQ000000NWonYAG,0,Failure,Qx,Individual Contributor,Gene therapies,In-House,Pharma & BioTech,Consultant,0033x00002ynaqdAAA,Recycled,Priority 2,Americas,Medium,Quality,Qx,Email,2024-02-22,2024-02-22,2024-02
a0dPQ00000B4HATYA3,0,Failure,Qx,Individual Contributor,Metered-dose inhaler (MDI),In-House,Medical Device,Senior MasterControl Specialist,0033x00002yndVzAAI,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2025-10-30,2025-10-30,2025-10
a0dPQ000000AVQjYAO,0,Failure,Qx,Missing,Surgical instruments,In-House,Medical Device,Unknown Title,0033x00002yneK0AAI,Recycled,No Priority,Americas,Medium,Qx,Qx,Online Ads,2024-01-22,2024-01-22,2024-01
a0dPQ000000OF17YAG,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,Quality Manager,0033x00002ynrSMAAY,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2024-02-23,2024-02-23,2024-02
a0dPQ000004KzwHYAS,0,Failure,Qx,Director,Generics manufacturing,In-House,Pharma & BioTech,Director  Operations,0033x00002ynx25AAA,Recycled,Priority 2,Americas,Medium,Qx,Qx,Directory Listing,2025-04-29,2025-04-29,2025-04
a0dPQ000004p78UYAQ,0,Failure,Mx,Director,Nutraceutical manufacturing,In-House,Pharma & BioTech,"Director, North America Manufacturing",0033x00002yo0qxAAA,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-05-28,2025-05-28,2025-05
a0dPQ000000CLDZYA4,0,Failure,Qx,Director,Oral solid dosage (OSD),CMO,Pharma & BioTech,Director Quality,0033x00002yncJGAAY,Recycled,Priority 2,Americas,Small,Qx,Qx,Online Ads,2024-01-26,2024-01-26,2024-01
a0dPQ000008PFSHYA4,0,Failure,Qx,Director,Unknown,Unknown,Medical Device,Technical Director,0033x000030kjcmAAA,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-09-04,2025-09-04,2025-09
a0dPQ000000D7jdYAC,0,Failure,Qx,Manager,3D-printed implants,In-House,Medical Device,Regulatory Affairs Project Manager,0033x000030kpbwAAA,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2024-01-29,2024-01-29,2024-01
a0dPQ00000BnQfyYAF,0,Failure,Qx,Manager,3D-printed implants,In-House,Medical Device,Regulatory Affairs Project Manager,0033x000030kpbwAAA,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-11-06,2025-11-06,2025-11
a0dPQ000002221NYAQ,0,Failure,Qx,Individual Contributor,Non-manufacturing organization,Distribution / Wholesale,Medical Device,Sr. Associate Quality Engineer,0033x00002ynqL0AAI,Recycled,Priority 2,Americas,Large,Qx,Qx,Referrals,2024-10-21,2024-10-21,2024-10
a0dPQ00000D7owfYAB,1,Success,Mx,Individual Contributor,Diagnostic Equipment,Original Equipment Manufacturing,Medical Device,Regulatory Affairs Specialist,0033x000030lXIsAAM,SQL,Other,Japan,Medium,Mx,Mx,Direct/Inbound,2025-11-21,2025-11-21,2025-11
a0dPQ000004PPlhYAG,0,Failure,Qx,Other,Small-molecule API,CDMO,Pharma & BioTech,Dr,0033x00002ynxicAAA,Recycled,Priority 2,EMEA,Medium,Qx,Qx,SEO,2025-05-06,2025-05-06,2025-05
a0dPQ000000Nn01YAC,0,Failure,Qx,Executive/VP,Non-manufacturing organization,Software / Technology Development,Non-Life Science,Vice President - Operations & Quality,0033x00002ynybBAAQ,Recycled,Priority 2,Americas,Medium,Platform,Qx,Email,2024-02-22,2024-02-22,2024-02
a0dPQ000003DDSLYA4,0,Failure,Qx,Executive/VP,Non-manufacturing organization,Software / Technology Development,Non-Life Science,Vice President - Operations & Quality,0033x00002ynybBAAQ,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-02-05,2025-02-05,2025-02
a0dPQ000003nk81YAA,1,Success,Mx,Director,In-vitro diagnostic (IVD) kits,Outsources Manufacturing,Medical Device,"Director, Quality Assurance & Regulatory Affairs",0033x000030lkH8AAI,SQL,Priority 2,APAC & Oceania,Small,Mx,Mx,External Demand Gen,2025-03-05,2025-03-05,2025-03
a0dPQ000002GaWDYA0,0,Failure,Mx,Director,PCR / molecular diagnostics,In-House,Medical Device,Site Director Manufacturing Operations,0033x000031RuOdAAK,Recycled,Priority 2,EMEA,Medium,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000005Vg1jYAC,0,Failure,Qx,Director,PCR / molecular diagnostics,In-House,Medical Device,Site Director Manufacturing Operations,0033x000031RuOdAAK,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Directory Listing,2025-06-16,2025-06-16,2025-06
a0dPQ000002l19BYAQ,0,Failure,Qx,Missing,Specialty Chemical Manufacturing,In-House,Medical Device,Unknown Title,0033x000030kUWfAAM,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2025-01-15,2025-01-15,2025-01
a0dPQ000003ppQ9YAI,0,Failure,Qx,Other,Implantable devices,In-House,Medical Device,Quality Manger,0033x000030kxybAAA,Recycled,No Priority,Americas,Medium,Qx,Qx,Outbound Prospecting,2025-03-07,2025-03-07,2025-03
a0dPQ000000NLwcYAG,0,Failure,Qx,Manager,Oral solid dosage (OSD),In-House,Medical Device,Medical Device Quality Manager,0033x000031SBkqAAG,Recycled,Priority 2,EMEA,Medium,Quality,Qx,Email,2024-02-22,2024-02-22,2024-02
a0dPQ000007biEBYAY,0,Failure,Qx,Individual Contributor,Tissue products,In-House,Medical Device,Quality Systems Engineer,0033x000031SD28AAG,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-08-12,2025-08-12,2025-08
a0dPQ000002gMfhYAE,0,Failure,Qx,Executive/VP,Single-use disposables,Consumer Packaged Goods,Medical Device,"Vice President, Quality Assurance & Regulatory Affairs",0033x000030lGbGAAU,Recycled,P1 - Video Demo,EMEA,Large,Qx,Qx,Online Ads,2025-01-08,2025-01-08,2025-01
a0dPQ000004lPVJYA2,0,Failure,Qx,Other,Non-manufacturing organization,Software / Technology Development,Pharma & BioTech,Quality Assurance Coordinator,0033x000030lKJsAAM,Recycled,Priority 2,EMEA,Small,Qx,Qx,SEO,2025-05-27,2025-05-27,2025-05
a0dPQ000000QkC5YAK,1,Success,Mx,Executive/VP,Nutraceutical manufacturing,CMO,Pharma & BioTech,VP of Operations,0033x000031SIOdAAO,SQL,Priority 2,Americas,Medium,Mx,Mx,Email,2024-02-28,2024-02-28,2024-02
a0dPQ000002TgnVYAS,0,Failure,Mx,Director,Blood and Plasma-related products,In-House,Blood & Biologics,"Director, Data Science and Digital Transformation",0033x000030lbS5AAI,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-09,2024-12-09,2024-12
a0dPQ000002E9QTYA0,0,Failure,Qx,Executive/VP,Unknown,Unknown,Medical Device,Vice President of Quality,0033x000030lbaoAAA,Recycled,Priority 2,Americas,Medium,Platform,Qx,External Demand Gen,2024-11-11,2024-11-11,2024-11
a0dPQ000003y7JRYAY,0,Failure,Qx,Individual Contributor,Diagnostic Equipment,In-House,Medical Device,Analyst,0033x000030lhm9AAA,Recycled,P1 - Contact Us,Americas,Medium,Regulatory,Qx,Direct/Inbound,2025-03-21,2025-03-21,2025-03
a0dPQ000005dOQzYAM,0,Failure,Mx,Director,Biologic API,In-House,Pharma & BioTech,Director of Operations,0033x000031S5ijAAC,Recycled,P1 - Webinar Demo,Americas,Large,Logbooks,Mx,External Demand Gen,2025-06-18,2025-06-18,2025-06
a0dPQ000001XeCbYAK,0,Failure,Mx,Manager,Lab Instruments,In-House,Medical Device,BUS DEV MGR,0033x000031SjDWAA0,Recycled,Priority 1,Americas,Medium,Mx,Mx,Online Ads,2024-08-26,2024-08-26,2024-08
a0dPQ000001FQmPYAW,1,Success,Mx,Director,Oral solid dosage (OSD),CDMO,Pharma & BioTech,"Director, Production",0033x000031SpDtAAK,SQL,Priority 2,Americas,Medium,Mx,Mx,Outbound Prospecting,2024-07-17,2024-07-17,2024-07
a0dPQ000001VPnxYAG,0,Failure,Qx,Manager,Combination products,CDMO,Pharma & BioTech,Quality Manager,0033x000031SDHMAA4,Recycled,Priority 1,Americas,Medium,Qx,Qx,External Demand Gen,2024-08-21,2024-08-21,2024-08
a0dPQ000004LvU1YAK,0,Failure,Mx,Executive/VP,Generics manufacturing,CMO,Pharma & BioTech,Vice President Information Technology,0033x000031SJHnAAO,Recycled,P1 - Webinar Demo,Americas,Medium,Logbooks,Mx,External Demand Gen,2025-04-30,2025-04-30,2025-04
a0dPQ000000KWoXYAW,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,Manager,0033x000031T6h7AAC,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-02-15,2024-02-15,2024-02
a0dPQ000002ESmTYAW,0,Failure,Qx,Executive/VP,Oral solid dosage (OSD),CMO,Blood & Biologics,Vice President Manufacturing,0033x000031T6wHAAS,Recycled,Priority 2,Americas,Medium,Quality,Qx,External Demand Gen,2024-11-11,2024-11-11,2024-11
a0dPQ000004KcgMYAS,0,Failure,Qx,Executive/VP,Oral solid dosage (OSD),CMO,Blood & Biologics,Vice President Manufacturing,0033x000031T6wHAAS,Recycled,Priority 2,Americas,Medium,Qx,Qx,External Demand Gen,2025-04-28,2025-04-28,2025-04
a0dPQ000001noEPYAY,0,Failure,Qx,Executive/VP,Implantable devices,In-House,Medical Device,VP,0033x000031SWleAAG,Recycled,No Priority,Americas,Small,MISSING/BLANK,Qx,Outbound Prospecting,2024-09-27,2024-09-27,2024-09
a0dPQ000000AVKHYA4,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,0033x000031TLV7AAO,Recycled,No Priority,Americas,Medium,Qx,Qx,Email,2024-01-22,2024-01-22,2024-01
